backend,n_src,n_per_leaf,digits,L,repeats,construct_s,outgoing_s,incoming_s,window_s,diff_s,residual_s,total_s
DIRECT,4000,100,3,15.874011,3,0.002067,0.001052,0.000002,0.000002,0.000001,0.036195,0.037252
